YearRemodAdd,YearBuilt,1stFlrSF,TotalBsmtSF,GarageArea,GarageCars,GrLivArea,OverallQual,Neighborhood,ExterQual,BsmtQual,KitchenQual,GarageFinish,FullBath,GarageType,MSSubClass,Foundation,FireplaceQu,Fireplaces,TotRmsAbvGrd,HeatingQC,SalePrice
2005,2005,520,600,480,2,1223,7,Somerst,Gd,Gd,Gd,RFn,2,Detchd,160,PConc,,0,4,Ex,147400
1957,1957,1392,1392,458,2,1392,6,NAmes,TA,TA,TA,RFn,1,Attchd,20,CBlock,Gd,2,6,TA,166000
2005,2005,520,600,480,2,1200,7,Somerst,TA,Gd,Gd,RFn,2,Detchd,160,PConc,,0,4,Ex,151000
2003,2003,941,941,613,2,1829,7,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,TA,1,7,Ex,237000
1964,1964,1516,1516,472,2,1516,6,NAmes,TA,TA,TA,RFn,1,Attchd,20,CBlock,,0,6,TA,167000
1961,1961,1144,1144,456,2,1144,5,NAmes,TA,TA,TA,Unf,1,Attchd,20,CBlock,,0,6,Gd,139950
1995,1950,1067,1067,436,2,1067,4,Sawyer,TA,Gd,Gd,Unf,2,Attchd,20,CBlock,,0,4,TA,128000
1973,1948,1559,1559,812,2,1559,5,OldTown,TA,TA,TA,Unf,1,Detchd,30,BrkTil,,0,5,Gd,153500
1973,1973,483,483,264,1,987,6,BrDale,TA,TA,TA,Unf,1,Detchd,160,CBlock,,0,5,TA,100000
2006,1995,1099,1099,352,1,1099,5,CollgCr,TA,Gd,Gd,Unf,1,Attchd,20,PConc,,0,6,Ex,144000
1995,1946,768,768,240,1,1200,5,Edwards,TA,TA,TA,Unf,1,Detchd,50,CBlock,,0,6,Ex,130500
1950,1925,810,672,400,1,1482,6,SWISU,TA,TA,Fa,Unf,2,Detchd,70,BrkTil,,0,7,TA,140000
2002,1904,958,650,686,2,1539,5,OldTown,TA,TA,Gd,Unf,2,Detchd,70,PConc,Po,1,8,Gd,157500
1966,1966,1165,1127,490,2,1165,6,NAmes,TA,TA,TA,RFn,1,Attchd,80,CBlock,,0,6,TA,174900
1961,1961,1800,1800,0,0,1800,5,NAmes,TA,TA,TA,,2,,90,CBlock,,0,10,Ex,141000
1950,1915,876,876,720,3,1416,5,OldTown,TA,TA,TA,Unf,1,Detchd,50,BrkTil,Gd,1,7,Gd,153900
1981,1975,1701,1390,611,2,1701,5,Sawyer,TA,Gd,TA,Fin,2,Basment,85,CBlock,TA,2,6,TA,171000
1993,1993,1006,740,425,2,1775,7,SawyerW,Gd,Gd,Gd,Unf,2,Attchd,60,PConc,TA,1,7,Ex,213000
1972,1972,864,864,338,1,864,5,CollgCr,TA,TA,TA,Unf,1,Attchd,20,CBlock,Fa,1,5,Ex,133500
1997,1908,1307,907,360,2,2358,6,ClearCr,TA,TA,TA,Unf,3,Detchd,50,BrkTil,Gd,1,10,TA,240000
1994,1976,1094,528,512,2,1855,6,Veenker,Gd,TA,TA,RFn,2,Attchd,80,CBlock,TA,1,7,Ex,187000
2003,2003,848,848,420,2,848,6,CollgCr,Gd,Gd,Gd,Fin,1,Attchd,120,PConc,,0,3,Ex,131500
2003,2003,1456,1273,400,2,1456,8,Blmngtn,Gd,Gd,Gd,Fin,2,Attchd,120,PConc,TA,1,7,Ex,215000
1950,1941,918,918,240,1,1646,7,Crawfor,TA,TA,TA,Unf,2,Detchd,75,CBlock,Gd,2,7,Gd,164000
1964,1964,1445,1127,645,2,1445,6,NAmes,TA,TA,TA,RFn,1,Attchd,80,CBlock,Fa,1,7,TA,158000
1974,1955,1779,1763,454,2,1779,5,Sawyer,TA,TA,TA,Unf,1,Attchd,20,CBlock,Gd,1,6,TA,170000
2010,1962,1040,1040,260,1,1040,5,Sawyer,TA,TA,TA,Unf,1,Detchd,20,CBlock,,0,6,Ex,127000
1978,1978,1026,940,576,2,1026,6,CollgCr,TA,Gd,TA,Unf,1,Detchd,80,CBlock,,0,5,TA,147000
1995,1994,702,702,343,2,1481,6,Gilbert,TA,Gd,TA,Fin,2,Attchd,60,PConc,TA,1,6,Gd,174000
1976,1976,1370,1090,479,2,1370,7,NWAmes,TA,Gd,TA,RFn,2,Attchd,20,CBlock,TA,1,6,TA,152000
1984,1968,1512,1054,619,2,2654,6,NWAmes,TA,TA,Gd,Unf,2,Attchd,60,CBlock,Gd,1,9,TA,250000
1998,1918,912,912,216,1,1426,7,Crawfor,Gd,TA,Gd,Unf,1,Detchd,50,BrkTil,Gd,1,7,Gd,189950
1965,1965,1039,1039,504,2,1039,5,Sawyer,TA,TA,TA,Unf,1,Attchd,190,PConc,,0,6,Ex,131500
1985,1984,1097,1040,480,2,1097,6,SawyerW,TA,Gd,TA,Unf,2,Attchd,20,PConc,,0,6,TA,152000
1959,1959,1148,1148,672,1,1148,5,NAmes,TA,TA,TA,Unf,1,Attchd,20,CBlock,,0,6,TA,132500
2008,2007,1372,1372,529,2,1372,7,Somerst,Gd,Ex,Gd,Fin,2,Attchd,20,PConc,,0,6,Ex,250580
1970,1970,1002,1002,902,2,1002,5,NAmes,TA,TA,TA,Unf,1,Detchd,20,CBlock,,0,5,TA,148500
2007,2006,1646,1638,870,3,1646,8,Timber,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,Gd,1,6,Ex,248900
1961,1961,1120,1040,544,2,1120,4,Sawyer,TA,TA,Fa,RFn,1,Attchd,20,CBlock,,0,5,TA,129000
1950,1948,1547,0,672,2,2320,5,Gilbert,TA,,TA,Unf,2,Attchd,60,Slab,TA,1,7,Gd,169000
1994,1993,1062,1050,574,2,1949,7,SawyerW,Gd,Gd,Gd,Fin,2,Attchd,60,PConc,TA,1,8,Ex,236000
1962,1962,894,894,308,1,894,5,NAmes,TA,TA,TA,Unf,1,Detchd,20,CBlock,,0,5,Gd,109500
1998,1998,804,804,523,2,1682,6,CollgCr,TA,Gd,Gd,RFn,2,Attchd,60,PConc,,0,7,Ex,200500
1996,1953,910,105,414,2,910,5,NAmes,Gd,TA,Gd,Unf,1,Attchd,20,Stone,,0,5,Gd,116000
1950,1949,1036,832,288,1,1268,5,NAmes,Gd,TA,TA,Unf,1,Attchd,40,CBlock,Gd,1,6,Gd,133000
1950,1941,676,676,200,1,1131,5,OldTown,TA,TA,TA,Unf,1,Detchd,50,CBlock,,0,5,Ex,66500
2007,2007,1184,1184,550,2,2610,8,Somerst,Gd,Gd,Ex,Fin,2,BuiltIn,60,PConc,Gd,1,11,Ex,303477
1963,1963,1040,1064,648,2,1040,4,Mitchel,TA,TA,TA,Unf,1,Attchd,20,PConc,,0,5,Gd,132250
2005,2004,1462,1462,738,3,2224,9,NridgHt,Gd,Ex,Ex,Fin,2,Attchd,60,PConc,Gd,1,10,Ex,350000
1995,1961,1155,1109,576,2,1155,5,Sawyer,TA,TA,Gd,Unf,1,Detchd,85,CBlock,,0,6,TA,148000
2005,1978,864,864,336,1,864,5,CollgCr,Gd,TA,TA,Unf,1,Attchd,20,CBlock,,0,6,Ex,136500
2006,2005,1090,1090,450,2,1090,5,Edwards,TA,Ex,TA,Fin,1,Attchd,20,PConc,,0,5,Gd,157000
1991,1990,1187,1156,400,2,1717,7,Timber,Gd,Gd,Gd,RFn,2,Attchd,50,CBlock,TA,1,7,Ex,187500
1993,1992,808,808,389,2,1593,6,Gilbert,TA,Gd,TA,RFn,2,BuiltIn,60,PConc,TA,1,7,Gd,178000
1950,1912,954,795,440,1,2230,4,SWISU,Gd,TA,TA,Unf,1,Detchd,75,PConc,,0,10,TA,118500
1967,1967,892,892,288,1,892,5,NAmes,TA,TA,TA,RFn,1,Attchd,20,CBlock,,0,5,TA,100000
2000,1999,1709,1698,506,2,1709,9,Somerst,Gd,Ex,Gd,Fin,2,Attchd,120,PConc,TA,1,5,Ex,328900
2005,1959,1712,1626,588,2,1712,5,NAmes,TA,TA,TA,Fin,2,Attchd,90,CBlock,,0,8,Ex,145000
1955,1955,872,816,300,1,1393,5,Edwards,TA,TA,TA,Unf,1,Attchd,50,PConc,,0,8,TA,135500
1970,1970,2217,2217,621,2,2217,8,NAmes,Gd,TA,Gd,Unf,2,Attchd,20,PConc,TA,1,8,Ex,268000
1953,1953,1505,1505,505,2,1505,6,NAmes,TA,TA,TA,RFn,1,Attchd,20,CBlock,TA,1,6,Ex,149500
2006,1949,672,672,576,2,924,5,NAmes,TA,TA,TA,Unf,1,Detchd,50,CBlock,Po,1,6,Ex,122900
1978,1978,918,918,440,2,1683,6,Sawyer,TA,TA,TA,RFn,2,Attchd,60,CBlock,TA,1,7,Gd,172500
2003,1963,1068,1059,264,1,1068,6,Sawyer,TA,TA,TA,RFn,1,Attchd,20,CBlock,,0,6,TA,154500
1954,1954,1383,1383,354,1,1383,5,Sawyer,TA,Gd,TA,Unf,1,Attchd,20,PConc,Gd,1,6,TA,165000
1979,1979,1535,0,400,2,1535,5,SawyerW,TA,,TA,Unf,2,Attchd,90,Slab,,0,8,TA,118858
1963,1963,983,780,483,2,1796,6,NAmes,TA,TA,TA,RFn,1,Attchd,60,CBlock,TA,1,8,TA,140000
1950,1936,951,951,327,1,951,4,IDOTRR,TA,TA,TA,Unf,1,Detchd,30,BrkTil,,0,6,Ex,106500
1979,1979,1120,0,528,2,2240,5,SawyerW,TA,,TA,Unf,2,Detchd,90,Slab,,0,12,TA,142953
2010,2009,2364,2330,820,3,2364,9,NridgHt,Ex,Ex,Ex,Fin,2,Attchd,20,PConc,Gd,2,11,Ex,611657
1994,1961,1236,912,288,1,1236,5,Sawyer,TA,TA,TA,Unf,1,Attchd,20,CBlock,TA,1,6,TA,135000
1971,1971,858,858,684,1,858,4,NAmes,TA,TA,TA,Unf,1,Detchd,20,CBlock,,0,4,TA,110000
2000,1957,1306,992,756,1,1306,5,NAmes,TA,TA,TA,Unf,1,Detchd,20,CBlock,,0,5,TA,153000
2003,2003,807,783,393,2,1509,7,Gilbert,Gd,Gd,Gd,Fin,2,Attchd,60,PConc,Gd,1,8,Ex,180000
2006,2006,1670,1670,690,3,1670,7,Gilbert,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,Gd,1,7,Ex,240000
1967,1967,902,876,288,1,902,5,Sawyer,TA,TA,TA,Unf,1,Attchd,20,CBlock,,0,6,TA,125500
1954,1954,1063,1056,280,1,1063,5,NAmes,TA,TA,TA,RFn,1,Attchd,20,CBlock,,0,6,TA,128000
2006,2006,1636,1623,865,3,1636,8,Somerst,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,Gd,1,8,Ex,255000
1987,1936,1020,1017,180,1,2057,7,Crawfor,Gd,Gd,Gd,Fin,1,Attchd,50,CBlock,Gd,1,6,Gd,250000
1983,1983,902,864,484,2,902,5,Mitchel,TA,Gd,TA,Unf,1,Attchd,20,CBlock,,0,5,TA,131000
2005,2005,742,742,390,2,1484,6,Gilbert,Gd,Gd,Gd,Fin,2,Attchd,60,PConc,Gd,1,8,Ex,174000
1960,1960,1105,1105,480,2,2274,5,NAmes,TA,TA,TA,Unf,2,Detchd,90,CBlock,,0,12,TA,154300
1989,1977,1268,1268,252,1,1268,5,CollgCr,TA,Gd,Gd,Unf,1,Detchd,20,CBlock,,0,5,TA,143500
1950,1925,1015,768,450,1,1015,5,BrkSide,TA,TA,TA,Unf,1,Detchd,30,BrkTil,,0,6,TA,88000
1950,1949,1001,1001,871,3,2002,5,Crawfor,TA,TA,TA,Unf,2,2Types,90,CBlock,,0,8,TA,145000
2009,2009,612,612,528,2,1224,6,Somerst,Gd,Gd,Gd,RFn,2,Detchd,160,PConc,,0,4,Ex,173733
1970,1970,546,546,286,1,1092,4,MeadowV,TA,TA,TA,Unf,1,Attchd,160,CBlock,,0,6,Fa,75000
1950,1949,480,480,308,1,480,2,IDOTRR,TA,TA,TA,Unf,0,Detchd,20,CBlock,,0,4,TA,35311
1956,1956,1229,1134,284,1,1229,4,Edwards,TA,TA,TA,RFn,1,Attchd,20,CBlock,,0,6,Ex,135000
1991,1991,912,1104,833,3,2127,7,SawyerW,Gd,Ex,Gd,RFn,2,Attchd,60,PConc,TA,1,8,Ex,238000
2002,1958,1414,1184,601,2,1414,6,NAmes,Ex,Gd,TA,Unf,1,Attchd,20,CBlock,TA,1,6,Ex,176500
1994,1994,936,928,471,2,1721,6,SawyerW,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,,0,7,Ex,201000
2003,1900,1272,1272,0,0,2200,5,Edwards,TA,TA,TA,,2,,90,CBlock,,0,9,Gd,145900
2006,2005,1316,1316,397,2,1316,6,Gilbert,Gd,Gd,Gd,Fin,2,Attchd,20,PConc,Gd,1,6,Ex,169990
1994,1993,1617,1604,533,2,1617,6,SawyerW,Gd,Gd,Gd,RFn,2,Attchd,120,PConc,Fa,1,5,Ex,193000
1980,1980,1686,1686,612,2,1686,6,NWAmes,TA,Gd,TA,Unf,2,Attchd,20,CBlock,TA,1,7,TA,207500
1977,1977,1126,1126,540,2,1126,5,NWAmes,TA,Gd,Ex,RFn,2,Attchd,20,PConc,,0,6,TA,175000
2004,2003,1234,1181,656,3,2374,8,NridgHt,Gd,Gd,Ex,Fin,2,BuiltIn,60,PConc,Gd,1,10,Ex,285000
1968,1968,1098,832,486,2,1978,7,NWAmes,TA,TA,TA,RFn,2,Attchd,60,CBlock,Gd,1,9,Gd,176000
2001,2001,1788,1753,522,2,1788,8,CollgCr,Gd,Gd,Ex,RFn,2,Attchd,20,PConc,TA,1,7,Ex,236500
1997,1997,993,964,642,2,2236,7,Gilbert,TA,Gd,Gd,Fin,2,BuiltIn,60,PConc,TA,1,8,Gd,222000
2007,2007,1466,1466,610,3,1466,8,Timber,Gd,Gd,Gd,Fin,2,Attchd,20,PConc,,0,7,Ex,201000
1965,1965,925,925,429,1,925,5,NAmes,TA,TA,TA,Unf,1,Detchd,20,CBlock,,0,5,Ex,117500
2006,2006,1905,1905,788,3,1905,9,Somerst,Ex,Ex,Ex,Fin,2,Attchd,20,PConc,Gd,1,8,Ex,320000
2004,2004,1500,1500,570,2,1500,7,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,,0,6,Ex,190000
2007,1960,2069,585,505,2,2069,7,NAmes,TA,Gd,Gd,RFn,2,Attchd,20,CBlock,Gd,1,9,Ex,242000
1953,1926,747,600,528,2,747,4,BrkSide,TA,Fa,TA,Unf,1,Detchd,30,PConc,,0,5,Gd,79900
2003,2003,1200,1176,555,2,1200,7,SawyerW,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,,0,5,Ex,184900
2005,2005,1113,1113,689,2,1971,7,Somerst,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,Gd,1,8,Ex,253000
2006,2006,1391,1391,868,3,1962,7,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,,0,7,Ex,239799
1950,1940,1207,1032,349,1,2403,7,ClearCr,TA,TA,TA,Unf,2,Attchd,70,CBlock,TA,2,10,Ex,244400
1976,1976,1728,1728,574,2,1728,6,Mitchel,TA,TA,TA,Unf,2,Attchd,90,CBlock,,0,8,TA,150900
1999,1999,1022,992,390,2,2060,7,Gilbert,Gd,Gd,Gd,RFn,2,BuiltIn,60,PConc,TA,1,8,Ex,214000
1977,1977,1440,1440,0,0,1440,4,Edwards,TA,Gd,TA,,2,,90,PConc,,0,8,TA,150000
1967,1967,1632,1632,576,2,1632,5,Mitchel,TA,TA,TA,Unf,2,Attchd,90,CBlock,,0,8,TA,143000
1958,1958,1344,819,525,2,1344,6,Timber,TA,TA,Gd,RFn,1,Basment,20,CBlock,Gd,1,7,Gd,137500
1996,1890,1188,1088,456,2,1869,5,OldTown,TA,TA,TA,Unf,1,Detchd,50,BrkTil,,0,7,TA,124900
1959,1959,1144,1144,796,1,1144,5,NAmes,TA,TA,TA,RFn,1,Attchd,80,CBlock,TA,1,6,TA,143000
2003,2002,1629,1616,808,3,1629,8,Timber,Gd,Gd,Gd,Fin,2,Attchd,20,PConc,Gd,1,9,Ex,270000
2002,2002,936,936,474,2,1776,7,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,TA,1,7,Ex,192500
2006,1972,1381,1161,676,2,1381,6,NWAmes,TA,TA,Gd,RFn,1,Attchd,20,CBlock,TA,1,5,TA,197500
2002,1950,864,864,720,2,864,5,NAmes,TA,TA,Gd,RFn,1,Detchd,20,CBlock,,0,5,Gd,129000
1965,1965,965,828,300,1,965,5,SawyerW,TA,TA,TA,Unf,1,Detchd,20,CBlock,,0,6,Gd,119900
2003,1972,768,768,396,1,768,5,CollgCr,TA,Gd,TA,Fin,1,Detchd,85,CBlock,,0,5,Gd,133900
1969,1969,1168,784,530,2,1968,5,Mitchel,TA,TA,TA,RFn,2,Attchd,60,CBlock,Po,1,7,Ex,172000
1975,1975,980,945,0,0,980,6,Edwards,TA,Gd,TA,,2,,90,CBlock,,0,4,TA,127500
1950,1946,979,979,492,2,1958,6,Crawfor,TA,Gd,TA,Unf,2,Attchd,90,CBlock,,0,8,TA,145000
1980,1980,561,561,462,2,1229,6,Blueste,TA,Gd,TA,Fin,1,Attchd,160,CBlock,TA,1,5,TA,124000
1962,1962,1057,1057,576,2,1057,5,Sawyer,TA,TA,TA,Fin,1,Detchd,20,CBlock,,0,6,TA,132000
2003,2003,1337,1337,531,2,1337,7,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,,0,6,Ex,185000
1999,1999,696,696,484,2,1416,7,Somerst,Gd,Gd,Gd,Unf,2,Detchd,160,PConc,,0,6,Ex,155000
2008,1958,858,858,0,0,858,5,BrkSide,TA,TA,TA,,1,,20,CBlock,,0,4,Gd,116500
1995,1977,1542,1330,619,2,2872,6,NWAmes,TA,Gd,TA,Fin,2,Attchd,60,CBlock,TA,1,11,TA,272000
1976,1976,804,804,440,2,1548,6,NPkVill,TA,Gd,Gd,Unf,2,Detchd,160,CBlock,TA,1,7,TA,155000
2007,2007,1800,1800,702,2,1800,9,CollgCr,Gd,Ex,Ex,Fin,2,Attchd,20,PConc,,0,7,Ex,239000
2003,2002,824,817,510,2,1894,7,Timber,Gd,Gd,Gd,Fin,2,BuiltIn,60,PConc,Gd,1,8,Ex,214900
2007,2005,783,783,393,2,1484,6,Gilbert,Gd,Gd,Gd,Fin,2,Attchd,60,PConc,Gd,1,8,Ex,178900
1950,1940,976,728,256,1,1308,5,Crawfor,Gd,TA,TA,Unf,1,Detchd,50,BrkTil,TA,2,7,Ex,160000
1955,1955,1098,1098,260,1,1098,5,NAmes,TA,TA,TA,Unf,1,Attchd,20,CBlock,,0,6,TA,135000
1950,1910,600,600,0,0,968,3,OldTown,TA,TA,TA,,1,,50,BrkTil,,0,6,Fa,37900
1958,1958,1095,588,264,1,1095,6,NAmes,TA,TA,TA,RFn,1,Attchd,190,CBlock,,0,6,TA,140000
1950,1949,720,720,0,0,1192,4,NAmes,TA,TA,TA,,1,,50,CBlock,,0,6,TA,135000
2004,2003,764,764,474,2,1626,7,NridgHt,Gd,Gd,Gd,RFn,2,BuiltIn,160,PConc,,0,6,Ex,173000
1979,1979,918,918,264,1,918,6,SawyerW,TA,Gd,TA,Unf,2,Attchd,120,CBlock,TA,1,5,TA,99500
2008,2007,1428,1428,480,2,1428,7,Somerst,Gd,Gd,Gd,Fin,2,Attchd,20,PConc,,0,6,Ex,182000
1993,1910,1136,728,532,2,2019,7,BrkSide,TA,Gd,Gd,Unf,1,Detchd,70,BrkTil,,0,8,TA,167500
2000,2000,673,673,490,2,1382,7,Somerst,Gd,Gd,Gd,Unf,2,Detchd,160,PConc,,0,6,Ex,165000
1958,1923,869,440,0,0,869,4,BrkSide,TA,Gd,Fa,,1,,30,PConc,,0,4,TA,85500
2007,2006,1241,1241,569,2,1241,7,Somerst,Gd,Gd,Gd,Fin,1,Attchd,120,PConc,,0,4,Ex,199900
1954,1954,894,894,400,2,894,4,Edwards,TA,TA,TA,Unf,1,Detchd,20,CBlock,,0,5,Ex,110000
1963,1963,1121,1121,480,2,1121,5,Sawyer,TA,TA,TA,Unf,1,Detchd,20,PConc,,0,5,TA,139000
2007,1961,999,944,588,2,999,7,NAmes,Ex,TA,Ex,RFn,1,Attchd,85,CBlock,,0,6,Gd,178400
1999,1998,1276,1225,676,3,2612,8,NoRidge,Gd,Gd,Gd,Fin,2,Attchd,60,PConc,TA,1,8,Ex,336000
2007,2007,1266,1266,388,2,1266,7,Blmngtn,Gd,Gd,Gd,Fin,2,Attchd,20,PConc,Gd,1,6,Ex,159895
2002,2002,1149,1128,779,2,2290,8,CollgCr,Gd,Gd,Gd,Unf,2,Attchd,60,PConc,Gd,1,9,Ex,255900
1977,1977,1302,0,539,2,1734,5,Mitchel,TA,,Gd,Unf,2,Attchd,90,CBlock,,0,8,TA,126000
1950,1950,1164,1164,240,1,1164,5,Edwards,TA,TA,TA,Unf,1,Detchd,190,CBlock,,0,5,TA,125000
2003,1910,1001,485,255,1,1635,6,OldTown,TA,TA,Gd,Unf,1,Attchd,50,CBlock,,0,5,Gd,117000
2010,2009,1940,1930,606,3,1940,9,NridgHt,Ex,Ex,Ex,Fin,2,Attchd,20,PConc,Gd,1,8,Ex,395192
1976,1976,1118,848,551,2,2030,6,NWAmes,TA,TA,Gd,Fin,2,Attchd,60,CBlock,TA,1,8,TA,195000
2006,2006,778,770,614,2,1576,7,Somerst,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,,0,6,Ex,197000
1998,1997,1407,1396,870,3,2392,8,NoRidge,Gd,Gd,Gd,Fin,2,Attchd,60,PConc,TA,1,7,Ex,348000
1986,1882,916,916,424,2,1742,8,OldTown,Gd,TA,Gd,Unf,1,Attchd,70,BrkTil,Gd,1,8,Gd,168000
1993,1964,1020,822,440,2,1851,6,NAmes,TA,TA,Gd,RFn,2,Attchd,60,CBlock,Fa,1,7,Gd,187000
2006,2005,750,750,564,2,1500,6,CollgCr,TA,Gd,Gd,RFn,2,Attchd,60,PConc,,0,6,Ex,173900
2007,2006,1718,1700,786,3,1718,10,NridgHt,Ex,Ex,Ex,Fin,2,Attchd,20,PConc,Gd,1,7,Ex,337500
1950,1946,774,747,305,1,1230,4,BrkSide,TA,TA,TA,Unf,1,Detchd,50,CBlock,,0,5,TA,121600
1961,1961,1050,1050,368,1,1050,5,NAmes,TA,TA,TA,Unf,1,Attchd,20,CBlock,,0,6,TA,136500
1970,1970,1442,1442,615,2,1442,6,NWAmes,TA,TA,TA,RFn,2,Attchd,20,CBlock,TA,1,6,TA,185000
1950,1922,1077,1007,210,1,1077,3,IDOTRR,TA,TA,TA,Unf,1,Detchd,30,BrkTil,Gd,1,6,Fa,91000
2006,2006,1208,1187,632,2,1208,7,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,,0,6,Ex,206000
1952,1952,944,0,528,2,944,3,Edwards,TA,,Fa,Unf,1,Detchd,20,Slab,,0,4,Fa,82000
1950,1920,691,691,216,1,691,5,OldTown,TA,Fa,Ex,Unf,1,Detchd,30,BrkTil,,0,4,Ex,86000
2006,2006,1574,1574,824,3,1574,8,Somerst,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,Gd,1,7,Ex,232000
1976,1976,1680,1680,528,2,1680,5,NWAmes,TA,TA,TA,Unf,2,Detchd,90,CBlock,,0,8,Fa,136905
2006,2005,1504,1346,457,2,1504,7,Blmngtn,Gd,Gd,Gd,Fin,2,Attchd,120,PConc,Gd,1,7,Ex,181000
1977,1977,985,985,328,1,985,5,CollgCr,Gd,Gd,TA,Unf,2,Attchd,80,CBlock,,0,6,TA,149900
1970,1970,1657,1657,484,2,1657,6,NAmes,TA,Gd,TA,Unf,2,Attchd,20,CBlock,TA,1,7,Gd,163500
1970,1970,546,546,286,1,1092,4,MeadowV,TA,TA,TA,RFn,1,Attchd,160,CBlock,,0,6,TA,88000
2005,2004,1710,1710,550,2,1710,7,Mitchel,Gd,Ex,Gd,Fin,2,Attchd,20,PConc,Gd,1,7,Ex,240000
1950,1926,1008,1008,0,0,1522,5,SWISU,TA,TA,TA,,2,,50,BrkTil,,0,7,Ex,102000
1950,1948,720,720,312,1,1271,5,Sawyer,TA,TA,TA,Unf,2,Attchd,50,CBlock,Gd,1,7,TA,135000
1965,1965,1664,0,0,0,1664,5,Edwards,TA,,TA,,2,,90,CBlock,,0,8,TA,100000
1996,1923,900,602,180,1,1502,6,Crawfor,TA,TA,Gd,Unf,1,Detchd,70,PConc,TA,2,7,TA,165000
2006,1910,1022,1022,280,1,1022,5,OldTown,TA,TA,TA,Unf,1,Detchd,30,BrkTil,,0,4,TA,85000
1950,1948,1082,1082,240,1,1082,6,NAmes,TA,TA,TA,Unf,1,Detchd,20,CBlock,Gd,1,5,TA,119200
2001,2001,810,810,528,2,1665,8,NWAmes,Gd,Gd,Gd,Fin,2,Attchd,60,PConc,,0,6,Ex,227000
1996,1996,1504,1504,478,2,1504,7,CollgCr,Gd,Gd,Gd,Fin,2,Attchd,20,PConc,TA,1,6,Ex,203000
1984,1984,1360,1220,565,2,1360,8,StoneBr,Gd,Gd,Gd,RFn,1,Attchd,120,CBlock,Ex,1,4,Gd,187500
1992,1991,802,384,402,2,1472,7,Gilbert,Gd,Gd,Gd,RFn,2,Attchd,80,PConc,TA,1,7,Gd,160000
2005,2005,1506,1362,440,2,1506,7,Blmngtn,Gd,Gd,Gd,Fin,2,Attchd,120,PConc,Gd,1,6,Ex,213490
2005,2005,1132,1132,451,2,1132,4,Edwards,TA,Gd,Gd,Fin,1,Attchd,20,PConc,,0,5,Ex,176000
2006,2006,1220,1199,632,2,1220,7,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,,0,6,Ex,194000
1950,1930,912,912,160,1,1248,5,OldTown,TA,TA,TA,Unf,1,Detchd,50,CBlock,,0,6,Gd,87000
2006,2005,1504,1346,437,2,1504,7,Blmngtn,Gd,Gd,Gd,Fin,2,Attchd,120,PConc,Gd,1,7,Ex,191000
1976,1976,2898,1565,665,2,2898,8,Timber,Gd,Gd,Gd,Fin,2,Attchd,20,CBlock,Gd,1,10,TA,287000
1972,1972,882,882,461,2,882,5,CollgCr,TA,TA,TA,Unf,1,Detchd,20,CBlock,,0,5,TA,112500
1960,1960,1264,1268,461,2,1264,5,NAmes,TA,TA,TA,Unf,1,Attchd,20,CBlock,Gd,2,6,TA,167500
2008,2007,1646,1638,800,3,1646,8,Timber,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,Gd,1,7,Ex,293077
1950,1941,968,768,240,1,1376,5,NAmes,TA,TA,TA,Unf,1,Attchd,50,CBlock,Gd,1,6,TA,105000
1972,1972,672,672,264,1,1218,6,BrDale,TA,TA,TA,Unf,1,Detchd,160,CBlock,,0,7,Gd,118000
1995,1916,948,686,0,0,1928,5,SWISU,TA,TA,TA,,2,,190,PConc,,0,10,Gd,160000
1970,1920,1687,824,672,2,3082,7,SWISU,TA,TA,TA,Fin,2,Basment,75,BrkTil,TA,2,12,Ex,197000
1993,1993,1352,1338,796,3,2520,8,NoRidge,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,TA,1,10,Ex,310000
2002,2002,1654,1654,900,3,1654,7,CollgCr,Gd,Gd,Gd,Unf,2,Attchd,20,PConc,,0,6,Ex,230000
1950,1938,954,920,240,1,954,5,Crawfor,TA,Fa,Fa,Unf,1,Basment,30,PConc,Gd,1,5,Ex,119750
1957,1957,845,0,290,1,845,4,Edwards,TA,,TA,Unf,1,Detchd,20,Slab,,0,5,Ex,84000
2008,2007,1620,1620,912,3,1620,9,Timber,Gd,Ex,Ex,Fin,2,Attchd,20,PConc,Ex,1,6,Ex,315500
2002,2001,1055,1055,905,2,2263,8,CollgCr,Gd,Gd,Gd,Fin,2,BuiltIn,60,PConc,TA,1,7,Ex,287000
2008,1970,798,546,0,0,1344,4,MeadowV,TA,TA,TA,,1,,160,CBlock,TA,1,6,TA,97000
